"","klasifikasi","score","text"
"1826","Positif",0,"anyways  batch  kelar packingan yg sicepat dah diambil semuaâ"
"1827","Negatif",-1,"ih sicepat mana sih anjirð gw mau tidur cok"
"1828","Positif",0,"name"
"1829","Positif",1,"gilsss pesen tgl  siang trus tgl  dah sampe emg tokped ama sicepat dabes bgt sie padahal storenya di jkt kirim ke mlg cuma sehariðð"
"1830","Negatif",-1,"kok bisa si paket salah alamat  gimana ini min"
"1831","Negatif",-1,"anjritt paket dari sicepat kokkk salah kirim si"
"1832","Negatif",-1,"pdhl paket gua udh dari pagi nyampe di kecamatan gua masa belum dianter ampe skrng benerâ dah sicepat kagak cepat"
"1833","Positif",0,"macrame mini hanging wall decor beige ð   ð po  hari ð  via dm  inbox ð cashdanamandirishopeepay ð jntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia accessoires walldecor decor"
"1834","Positif",1,"ni sicepat pake burok apa gimana  real cepat ini mah"
"1835","Negatif",-1,"paket saos bbq kenapa ngga dikirim sih padahal dah nyampe sicepat daerah rumah "
"1836","Negatif",-2,"ini nanti klo kurirnya sicepat ngechat nanya foto rumah gue bakal gue kash pap ini   udah niat ngga keluar untuk nunggu paket tapi paketnya ngga datengâ ðð"
"1837","Positif",0,"gilaeee sicepat tu ngirimnya pake apa sihh co kemaren pagi tadi statusnya masih di sortir ini udah nyampe ððð"
"1838","Positif",0,"pertama kali dichat paketnya rembes ya gw jawab aja gpp yaemang sabun cair  tengs sicepat"
"1839","Positif",1,"knp gw gak  sicepat dari dulu "
"1840","Positif",0,"anjinggvv gw kepencet call wa nya abang sicepat asu asuasu tbl tbl tbl shskajbaba"
"1841","Positif",1,"ini kurir sicepat aku minta pick  ribet amat dahhh pake harus ngirim ss dll emang di aplikasi nya gak ada notifikasi pick  kah perasaan kalo minta pick  id express langsung cus tanya barangnya udah siap apa belom gak minta ss segala macem hihhhhhh"
"1842","Negatif",-1,"anteraja ini selalu bermasalah agak sedih kalo dpt gratis ongkir sicepat paling  udah"
"1843","Positif",1,"sicepat kok keren juga"
"1844","Positif",0,"halo admin  boleh info kontak sicepat cabang cipayung jaktim  paket kmrn sudah di pick  namun cancel  menit kemudian atau bisa bantu agar barang cepat di pickup sudah  paket menggunakan sicepat yang gagal di pick  apakah ada kendala "
"1845","Positif",0,"nyesel kmrn ngaktifin anteraja di shopee tau gt ttp pake sicepat aja"
"1846","Negatif",-6,"nyokap ngomel gara kurir pickup sicepat pas pickup gak mau turun dari motor dan ngga ada sopan santunnya sama sekali ngga bilang permisi  apa cuma nglakson doang kayak ngajak temen main abis nglakson malah main hp emang gini ya ajarannya waktu training "
"1847","Negatif",-2,"sicepat wkwkwkw nama doank sicepat tapi lambat bukan mainð"
"1848","Negatif",-1,"ga lagi deh pake sicepat lamaaaaaaa"
"1849","Positif",0,"jujur takut paketnya dianter sicepat"
"1850","Positif",0,"kalau kirim barang ke counter sicepat tuh gak bisa gue cuman babydoll  rembesface gitu laki semua anjir karyawannyaðððð"
"1851","Negatif",-1,"eh tumben sicepat lambat"
"1852","Positif",0,"siapa yg kemaren ngomong sicepat cepet bgt hah"
"1853","Positif",0,"tumben ini pake   tapi ko di status pengiriman udah berhenti di line brebes bumiayu ampir  hari  happen kasian pelanggan ntar complain"
"1854","Negatif",-2,"sicepat emng lg kendala update resi ya punya gue jg udh  hari ga berubah statusnya"
"1855","Negatif",-2,"psa selalu ingat hal ini ketika berjualan di shopee baca lebih jelas di  dalam kasus ini terjadi kehilangan barang di  dan diganti sesuai dengan peraturan gantirugi yang berlaku di sicepat"
"1856","Positif",0,"kok jadi takut sicepat"
"1857","Positif",0,"sicepat lo bner nyusahin ya paket gue segala di bongkar"
"1858","Negatif",-1,"kurir sicepat tu pake buroq kali ya gada  hari dah nyampe aja anjir"
"1859","Negatif",-1,"sicepat iki ga ngotak moro moro wes nyampe ae barangku ð"
"1860","Negatif",-3,"asli gerah juga lama udah  begini sudah komplain sekali akhirnya modal kasih lakban fragile sendiri apa memang  tidak paham arti tulisan fragile dan handle  care "
"1861","Negatif",-1,"tolong ya  kalian kalo melakukan pencurian sekali lagi kami gaakan tinggal diam"
"1862","Negatif",-1,"sicepat engga mau ganti nama jadi sibiasaaja apa"
"1863","Positif",0,"ini kata raffi ahmad usai jadi brand ambassador sicepat ekspres"
"1864","Positif",0,"sicepat  mohon paket buyer cepet sampenya  bu"
"1865","Positif",0,"sicepat memang mantap dua hari doang sampeðð"
"1866","Negatif",-1,"sudah  nih jadi untuk menerima paket barang berharga dari  gak perlu dilampirkan foto ktp juga cukup di tunjukkan saja ke kurir ngeri ngeri sedap juga kalo sampe disalahgunakan mudah mudahan bermanfaat"
"1867","Positif",0,"sicepat kok jd lambatð"
"1868","Positif",1,"sekarang urutan kurir tergercep di sini  jne  sicepat lainnya imbang jnt tetap urutan terakhir krn kurirnya kadang suka rese sekian"
"1869","Positif",0,"semoga  bisa bikin overall portfolionya kejora capital makin kinclong stlh punya  portfolio top sperti sicepat investree kredivo time  tell ð kejoracapital"
"1870","Positif",1,"lah tumbennn sicepat ngirim resi ke email"
"1871","Negatif",-1,"jujurr skrg lebih enak anteraja daripada sicepat sumpah pake sicepat bisa  hari pake anteraja cuma  hari lebih ini asak kotanya sama ye wak"
"1872","Positif",0,"macrame keyringbag keychain motif  rainbow ð   ð po  hari ð  via dm  inbox ðcashdanamandirishopeepay ð jntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia macrame walldecor decor keyring accessories"
"1873","Positif",0,"sicepat setiap gue ada event ð"
"1874","Positif",1,"ayodong sicepat kirim cpt ke rmh buyerku sy mau co brg ni"
"1875","Positif",0,"lowongan kerja pt sicepat ekspres cirebon"
"1876","Positif",0,"pagi pagi dikejar sicepat"
"1877","Negatif",-5,"kapan  buka cabang di kecamatan bangsalsari kab jember jujur sebagai seller tokopedia saya menjangkau sicepat jauh buat drop  paket kalaupun request pick  kurir ga mau sampe rumah dn minta ketemuan karena jauhnya rumah saya "
"1878","Positif",0,"halo min  ini kok nggak ada update lagi trackingnya isinya dokumen penting lho itu"
"1879","Positif",2,"anjir baru inget ekspidisi nya belom diganti mana sicepat udh pindah gatau kmn mampus aja gue kudu nyari dimana mau gamau kudu ke menteng dalem aelah males bgt jauh mana mendung"
"1880","Positif",1,"tetep aja sicepat paling cephatt  keren euy sorting poolnya anteraja"
"1881","Negatif",-1,"ini sicepat tumben dangdut gini ya allah ðð gatega huhu"
"1882","Negatif",-1,"sicepat emang bener bener ye baru  hari lalu checkout eh hari ini udah sampe padahal pagi tadi cek status masih di tempat sortir ð untung bukan cod jadi emak dirumah ga marah wkwkw"
"1883","Positif",0,"macrame keyringbag keychain motif  rainbow ð   ð po  hari ð  via dm  inbox ð cashdanamandirishopeepay ð jntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia macrame decor walldecor keyrings rainbow"
"1884","Positif",0,"ððââï pakeett ðð eh sicepat bukan ððââï silambat mba jam segini baru nganter"
"1885","Negatif",-1,"bener bener ya  lelet banget kalo masalah refund udah tau barang gue rusak gara mereka malah dicuekin masa emang ga seberapa cuman ya tetep aja itu duit gue kaga rela dikasihin mereka enak aja respoooon"
"1886","Positif",0," sicepat jauh banget dr rumahh"
"1887","Positif",0,"aduh  lg nungguin kurir sicepat pulaaa"
"1888","Positif",2,"ada yg shopee nya bs kirim keluar pulau jawa pake sicepat halu ini buyerku mau co ke luar pulau jawa udh pake sicepat halu tp potongannya dikit bgt  zonauang"
"1889","Positif",0,"kurirnya sicepat bener cepet bgtð"
"1890","Negatif",-1,"hay kakayo belanja keperluan alat tulis kantor dan perlengkapan sekolah kakak di tokopedia ladangatk yuk fitur bebas ongkir dengan sicepatantarajadan ongkir spesial untuk  day dan instan menggunakan gosend segera pesan keperluan atknya"
"1891","Negatif",-1,"tolong ya sicepat kantor tenggilis surabaya paket yg gw kirim selalu ilang kalo di kalian ngapa deh pls ini orderan sekarton jgn sampe ilang juga dong dulu pernah ilang bag jangan sampe ini bag juga nangis nih gw "
"1892","Negatif",-2,"parah  di dm belum respon di wa dibales pake bot ngomongnya apa dibales apa klo posisi udah balik digudang lg bilang aja di gudang biar kita ambil kok gk terlalu jauh kesana daripada menunggu berhari hari "
"1893","Positif",2," satu komplek listrik dimatiin  banjir banget  ujan masih deres  suddenly ada pakeeet sicepat youâ ððððððððð"
"1894","Positif",0,"paket sicepat padahal reguler tapi sehari udh nyampe aja ðð"
"1895","Negatif",-3,"hey  kenapa sekarang menerima barang harus langsung penerima nya dan foto ktp juga ktp kan ada identitas yg privasi dan khawatir bisa disalahgunakan tolong bisa diubah lagi prosedur nya dan gimana kalo penerima sedang tidak ada di rumah dulu gk gini gini amat"
"1896","Positif",0,"sicepat nya lagi lamaðªâð"
"1897","Positif",0,"hari ini lg kzl sumpahhh ngejer deadline  paket biar tenang eh malah stress gegara materialnya dah belabelain minta dikirim pake  day servicenya tiki  hari baru nyampe pake sicepat regular malah duluan datangnya dah ga bakal pake tiki lagi"
"1898","Positif",0,"woi kurir sicepat gw belom dtg pls gmn  untung kurir si cpt gw ga kek gini"
"1899","Positif",0,"asli makin gak jelas aja nih sicepat dr tanggal  stuck di tempat sortir tgl  tautau dihold aja padahal gaada kabar atau telfon samsek buat nganter asli kasihanlah seller sama buyer seller gak dpt duit krn cod buyer jg kelamaan nunggu barang "
"1900","Positif",1,"kesel banget sama si cepat  biasany ga gini ini pertama kali ngalamin yg kek gini asli kesel banget aku beli masker masa di sobekin sih sampe keliatan kemasan dari maskernya bukannya di keterangan udh ada tulisan kalo itu tuh masker wajah ngapain disobekin"
"1901","Positif",0,"gilaa cepet bgt sicepat pagi di pick  tadi siang langsung sampe ke rumah buyerðð"
"1902","Positif",0,"ekspedisi sicepat sama anteraja lebih cepetan yg mana yaa kl dri luar pulau jawa"
"1903","Positif",0,"cepetan sicepat atau anteraja yaaðð"
"1904","Negatif",-2,"kirim pake tiki ons tgl  yg seharusnya sehari sampai diterima tgl  siang kirim pake sicepat regular tgl  diterima tgl  pagi kocak yaaaa  maap kesel aja hampir ga kekejar deadline pengiriman ke customer saya"
"1905","Negatif",-1,"anteraja tumben bisa seharipadahal nyesel kmrn kenapa ga milih sicepat ð"
"1906","Negatif",-4,"ini bisa jd contoh si kalo ngirim barang mahal bisa kirim langsung selama ini pake jne mulu tp emang agak lama sampenya besok mungkin bisa coba sicepat  karena aku orgnya overthinking dan lagi trust issue ke jaskir jdnya kmrn mau co pc harga jutaan minta dikirim langsung tanpa lewat shopee dan minta asuransi puji tuhan aman karena kalo ilang jaskir harus gantiin sesuai nilai barangnya bs dicoba buat kalian yg ovt kaya aku"
"1907","Negatif",-1,"sicepat dah di dropoff ya"
"1908","Negatif",-1,"ni gegara sicepat ngaret akhirnya  panik beli rc urinary di sini jg "
"1909","Negatif",-2,"hallo admin  saya  barang dengan kurir si cepat sejak hari senin tapi sampai hari kamis barang belum di pick  sudah telpon cs tapi belum selesai sudah dimatikan panggilannya tolong dibantu follow  yah biar paket saya segera diantarkan"
"1910","Positif",0,"kalo ngirim paket ke sicepat bisa pake  resi nya aja ga seyy atau harus lengkap ama alamat  telp penerima dkk"
"1911","Negatif",-1,"wkwkwk  lucu bangetttt  rugi rugii"
"1912","Positif",0,"asli gw capek kali lah ð  masmbak dari kapan saya buat pick  tp ini ga ada datangâ kurirnya ððð tolong lah"
"1913","Positif",0,"id express sicepat sm jnt mending mana guys "
"1914","Positif",0,"  kidding     tokopediaxbts"
"1915","Positif",1,"sicepat emg suka ngadi ngadi baru kmrn cekout ini udh sampe  sengaja cekout biar dapet photocard malah lupa di klaim aswww"
"1916","Positif",1,"info lomba hackathon finally  time   pt sicepat ekspres indonesia akan menyelenggarakan hajat terbesarnya tahun ini melalui event  âsicepat pahlawan hackathon â bagi kamu yang tertarik untuk mendaftar yuk simak terlebih dahulu seputar event ini"
"1917","Negatif",-5,"gue ga pernah kecewa berat sama ekspedisi klo misal masalahnya cuma telat anter barang tp  dah bikin gue kecewa  pertama paket gue dihilangin meski udh diganti kedua skrg ini nih primer gue dicolong sial"
"1918","Positif",0,"hah ini sellernya cepet bgt langsung cetak resi di shopeeð mana pake sicepat hshsjsn aku kan lg musuhan sm itu kurir ini co makanan malah ga sempet ganti ke jnt aaaaaaaaa gak ada semenit njir lgsung dibikin resi nya knpðððð"
"1919","Positif",0,"sorry  gue ngerasa dirugikan lagi nih kena bobol paket dr  oleh kurir  mau ngajuin proses refund scr resmi yg bisa balik cuma  dari harga aslinya "
"1920","Negatif",-1,"sicepat ga jelas deh"
"1921","Positif",2,"si cepat belom  jam dari co udah nyampe jir ke rumah gua keren dah coba aja semua toko yang gue purchase pake sicepat enak banget ð"
"1922","Positif",0,"sicepat giliran dibutuhin cepet lama bat anjir nyampenya giliran gw beli iseng doang sehari juga udh smp ð"
"1923","Positif",2,"sicepat tapi tidak cepat sigesit tapi tidak gesit"
"1924","Negatif",-1,"jntjnesicepat bingung ð"
"1925","Positif",0,"min   kapan sampainya"
"1926","Positif",0,"salam dari sicepat ngabrettt bdo pusat cod "
"1927","Positif",1,"sicepat benar benar cepat sampe shock sendirið"
"1928","Positif",0,"tumben bgt sicepat "
"1929","Negatif",-1,"lah bru tau klo sicepat didom gua gbs cod orenð"
"1930","Negatif",-2,"ga ga lagi  jasa sicepat ð"
"1931","Positif",0,"macrame hanging mirror beige ukuran cm double bubble wrap  ð   ð po  hari ð  via dm  inbox ð cashdanamandirishopeepay ð jntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia macrame keyring accessories"
"1932","Negatif",-2,"yuhuu sekarang kirim paket ke singapore dan malaysia anti mahal ada promo akhir tahun dari sicepatgo ð yuk hubungi layanan pick  kami dan sikat promonya ð tarif berlaku sampai  desember  ya syarat dan ketentuan berlaku sicepatekspres sicepatgo bersatuuntukmudah"
"1933","Negatif",-1,"angger ih sicepat kemarin beli rok juga sampe gini packagingnya"
"1934","Positif",0,"min tolong cek dm yaa "
"1935","Negatif",-2,"takut bgt pke sicepat ð awas  klo lo acak paket gue hiks"
"1936","Positif",0,"hanyar ini nah sicepat bujuran jadi sicepat"
"1937","Positif",0,"akhirnya ngerasain juga beli barang trus paketnya kena bobol kurir "
"1938","Negatif",-1,"ga ada yg ngalahin sicepat emg"
"1939","Positif",1,"sicepat serem bgt pdhl baru dikirim kemarin loh pagi ini udah nyampe  pdhl jabar jatengð ini transportasinya pake buroq apa gmn"
"1940","Positif",0,"sicepat tuh emang cepet banget yaa suka deh"
"1941","Positif",1,"daftar alamat kantor sicepat ekspress kabupaten kudus  daftar alamat terbaru"
"1942","Positif",1,"daftar alamat kantor sicepat ekspress jepara  daftar alamat terbaru"
"1943","Positif",1,"sicepat ekspres siap dengan layanan logistik terintegrasi"
"1944","Negatif",-3,"aku akhir ini pake sicepat aman kokk ðð gaada paket dibukarusak bahkan blm pernah ada kendala paket rusak sih paling ya soal barang yang diantar ulang terus "
"1945","Negatif",-2,"sicepat lama bgt anjenggg mending lu ganti nama jd si lambat"
"1946","Negatif",-7,"baru kejadian di aku juga kirim paket dari jkt pake sicepat kargo sampai sby dengan kondisi plastiknya disilet kayaknya supaya bisa ngerogoh isi kardusnya ð kecewa kali abangnya liat isinya sikat gigi coaster dan buku jadi ga disikat   help rt sumpah kecewa bgt sama sicepat masa paket gue pas nyampe keadaannya kebuka kek gini sobek dimana kek bekas dibuka mana isinya album lagi yg harganya gak murah untung albumnya masih ada ga hilang speechless bgt pas nerima paketnya mau marah"
"1947","Positif",1,"ini paket sesama malang kok lama banget nyampenya yaampun sicepat yg tidak cepat ini"
"1948","Negatif",-3," paket ini sama pake  udah dr kmren sampe di bantul tp ga ada progress apa sampai sekarang  yg satu sama jogja beda bgt deh sama  dan  yg super cepet sampainya heranð"
"1949","Positif",0,"ini sicepat tumben bgt pick  jam sgni cepet bgt woii biasanya jam nan"
"1950","Negatif",-2,"guys cara ubah jasa pengiriman gmna ya biar sicepat"
"1951","Positif",0,"tanggapan sicepat ekspres atas surat bapak harris kristanto "
"1952","Positif",0,"tanggapan sicepat ekspres atas surat bapak stepanus david "
"1953","Positif",0,"dari surabaya ke sini udah tiga hari belum nyampe lama bener sicepat"
"1954","Negatif",-5,"kenapa ya kok skrg pengirimannya pake shopee express dah pdhl disini ga ada itu jd percuma barangnya dikirim lewat kereta terus dianter sama sicepat dan itu lamaaaaaa bgt nyampenya "
"1955","Positif",0,"cok  paketku seminggu punjul ra tekan ki tok  nyandi cok iki nomer resine "
"1956","Positif",0,"gue co pake kargo sicepat kg malah gratis ongkir nyesel bgt beli album ga nanyain dom  nya duluð"
"1957","Negatif",-1,"gue co wg abin dapet ekpedisi sicepat woiii takuttt semoga amann deh ya wg abin gue"
"1958","Negatif",-2,"produsen motor listrik milik nfcx dan sicepat gandeng ugm kembangkan riset teknologi"
"1959","Negatif",-1,"klian yg co pda pake ekspedisi apa bimbang pengen coba sicepat tpi takut "
"1960","Positif",0,"ada yg bisa dititipin paket gak trs jasa kirimnya pake sicepat gt"
"1961","Negatif",-1,"sicepat cargo gokil tuh kurir motor biasa apa mobil sih gila dah kenapa syopi pelit banget "
"1962","Positif",0,"macrame keyringbag keychain motif  rainbow ð   ð po  hari ð  via dm  inbox ðcashdanamandirishopeepay ð jntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia macrame walldecor decor keyring accessories"
"1963","Negatif",-1,"ini kenapa ya paket saya masih nyangkut aja di jakarta utara bisa bantu tracking "
"1964","Positif",0,"macrame mini hanging wall decor beige ðonly  ðpo  hari ðorder via dm  inbox ðcashdanamandirishopeepay ðjntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia"
"1965","Negatif",-1,"akhirnya   ulang pake eksjt  hari aja jatim ke jogja udah sampe rumah lah pake sicepat bermingguâ aja kaga sampeâbusuk banget emang ni pelayanannya  ambil aja noh paket  dah ga butuhga lagi lagi dah pake siancuk ekpres ini"
"1966","Negatif",-2,"ada yang  admin packing dom diy jateng aku bisa bantu pernah berpengalaman bantu packing jajanan  temenku sering jual koleksi pribadi juga kebetulan rumahku deket ekspedisi jnt biasa di pickup anter ajasicepat juga insyaallah trusted dan amanahfee bisa dibicarakan"
"1967","Negatif",-1,"kalo ubah pengiriman jadi pick  kurir sicepat bisa kermh sendiri tanpa dihubungin ga sih"
"1968","Negatif",-1,"perusahaan itu juga saat ini sedang fokus dalam membangun ekosistem bisnis digital"
"1969","Negatif",-1,"hadiri annual gala night sicepat dedy corbuzier unjuk kebolehan main sulap"
"1970","Negatif",-1,"bener ternyata sicepat bisa sampe di hari yg sama kalo sellernya pickupnya pagi"
"1971","Positif",0,"sudah lama tidak memakai sicepat mas mas nya masih baik hati kerenð"
"1972","Positif",0,"ini sejak kapan killua jadi karyawan sicepat wkwk"
"1973","Positif",0,"cs    samasama gak memberi solusi ð"
"1974","Positif",0,"anjrlaaaah duhhh sicepat bisa ajaa buat kekgini ð"
"1975","Negatif",-3,"lowongan di pt sicepat ekspres indonesia jakarta jangan lupa klik suka komentar dan tag teman kalian yang membutuhkan direct hit selengkapnya  karirmedia lowongan jobs loker lokerjateng"
"1976","Positif",1,"ya allah pengen pb bbc tapi duitku harus dipake buat gantiin pc cust yang diilangin sicepat wkwk padahal lumayan banget diskon "
"1977","Positif",2,"sicepat ini bener bener cepat ya seperti kilatð dari solo ke tgr gaada  jam udah sampeðð"
"1978","Positif",1,"seriously paket gue disobek  untung fins gue gak dipatahin anjritttt"
"1979","Negatif",-1,"sicepat gak ada otak anjir cepet bangettttt pesen kemarin sore dateng siang hari ini "
"1980","Negatif",-2,"fragile  hand  care tapi kok tetep penyok bahkan sampe robek ya haha "
"1981","Positif",0,"   calling sicepat   dealing   bratty stupid person "
"1982","Positif",0,"sicepat ama jnt asal jgn nteraja  udah kapok   jntsicepatjne"
"1983","Negatif",-1,"sicepat ga sesuai nama alias lemot bgt anyingg paket gue diantar ulang terus fak kapan cb nyampenya"
"1984","Negatif",-1,"wah keknya salah ni pke kurir sicepat lebih dr  hari pdhl sama jkt "
"1985","Positif",0,"saya mau galau tapi tb di chay bapak sicepat kak paketnya sudah ready yasudah galaunya abis packing sj ððð"
"1986","Positif",2,"apresiasi seller sicepat ekspres tebar hadiah di acara  annual gala nightrnrn"
"1987","Positif",2,"baru tau para influencer saham pada hadir di acara sicepat buat apa coba sounds  buka"
"1988","Positif",0,"lokerpam  pt sicepat ekspres indonesia   field support"
"1989","Negatif",-1,"kok tumben ya sicepat ngga secepat biasanya ini uda lewat batas estimasi tiba lho hadeeeehhh mana masih jauh banget ððð gimana sih "
"1990","Positif",0,"tanggapan sicepat ekspres atas surat bapak bayu mukti cahyo wibowo "
"1991","Positif",1,"tumben  gak cepat udah hari terakhir estimasi msh blm bergerak"
"1992","Negatif",-1,"ini sicepat maunya gmn sih dari tanggal  sampe skrng ga nyampe "
"1993","Positif",0,"namjoon ayo pulang sicepat jangan macemmacem ððð"
"1994","Negatif",-1,"sicepat berubah nama jadi silambat ya sekarang ð"
"1995","Positif",0,"sicepat pls    boyð"
"1996","Negatif",-1,"kelakuan  barang  item di dalam dus udah bubble wrap dus luar bubble wrap udah ada lakban fragile juga masih bisa gak selamat ketebak kan cara kerjanya gimana  tapi ini yg diterima padahal barang  itemnya pun dibungkus bubble wrap"
"1997","Negatif",-3,"aku lupa ga ganti kurir ini pake kurir sicepat takut di bobol lagi kaya pas pc jhope ððð"
"1998","Positif",1,"dibawah  masih bisa dpt beo mantap ugha tp ekspedisinya sicepat hadeeeeeec meskipun ada asuransi kek ttp aja anjir     ð"
"1999","Positif",0,"kirim barang pake  udah setebel itu bubble wrap"
"2000","Negatif",-2,"ongkir sicepat halu di tokped sama shopee bedanya mayan jauh bgt  di tokped  kl shope  keatas"
"2001","Positif",1,"jadi teddy bear plus sicepat  terus gunanya kemarin kita sedeket itu buat apa coba"
"2002","Negatif",-1,"sicepat klo ga cepat bukan sicepat namanya ð  hr doang sampe masa reguler pdhl klo   jam kali ya"
"2003","Positif",2,"lowongan kerja pt sicepat ekspress indonesia posisi  admin finance kualifikasi   priawanita  pendidikan minimal smkd  mampu mengoperasikan ms office  mampu bekerja secara individuteam selengkapnya di"
"2004","Negatif",-1,"dear   ini bukan kali pertama loh kayak gini disitu ada meja kenapa gak ditaruh di meja malah dilempar isinya barang elektronik kalau pecah gimana ada nomor hp saya juga kenapa gak ditelpon  di wa besok gak akan pake sicepat lagi males"
"2005","Positif",1,"tumben nih sicepat beneran cepat"
"2006","Positif",0,"seriously sicepat    mau packing nih"
"2007","Negatif",-6,"ini  sama  region malang gimana sih saya kirim paket ke jember ga sampai alasan alamat sama nomor telp buyer ga bisa dihubungi barang di retur ke malang sampai sekarang ga dianter maunya gimana coba"
"2008","Positif",1,"ini sicepat ada masalah apa ama gw dhx  jasa kirim dia pasti gini mulu kn bikin lamaalamat gw jg di jln gede ibukota gampang jg nyarinyaððð"
"2009","Positif",1,"mohon  gak usah join sama kurir ajaib  bikin ngenes pembeli aja udah bener gratisongkir cuma pake  gak usah pake "
"2010","Positif",1,"ada yg paketnya disyopi ilang gak  paketku ilang yaampun nyesek bgt mana itu pembayaran split pay jd aku byr barang trus pas co sisa buat co aja direfund sesuai co nyesek bgt hey "
"2011","Negatif",-1,"hai sahabat mau belanja di heaven lights jadi makin untung yuk tukarkan poin gres kamu buat kamu yang belum punya poin gres yuk daftar melalui  dan tingkatkan terus pengirimanmu menggunakan sicepat ekspres ð"
"2012","Positif",3,"anjrot enak banget kalo ngang ngong ngang ngong    pen maki sumpahðð   gimana ini  masa ilang gitu aja itu isinya beli paket duit mana di refund sesuai co padahal isinya jajanan  yg lebih dari harga co"
"2013","Negatif",-1,"sicepat bgst kemarin malem baru dikirim pas pagi cek masih di kota bandung sekarang udah sampe rumah gila"
"2014","Positif",3,"terbaik memang  kirim barang dari godean ke condongcatur  hari belum sampai sepertinya mereka singgah dulu di mojokerto betulan cepat  love "
"2015","Negatif",-2,"cs  agak kasar ya"
"2016","Positif",0,"aku pakai sicepat selalu bonyok kardusnya kalau paling aman di tempatku anteraja sih  yg aman buat kirim nendo jne atau sicepat tt"
"2017","Negatif",-1,"ok deh sicepat moga kenma ga kenapa nap tt  yg aman buat kirim nendo jne atau sicepat tt"
"2018","Positif",0,"yg aman buat kirim nendo jne atau sicepat tt"
"2019","Positif",1,"sicepat yg benarbenar cepat"
"2020","Positif",0,"sicepat cargo cen mateni expedisi lokalan"
"2021","Positif",1,"permintaan maaf dari sicepat soal drama kripik drama sebelumnya bungkus snack yang dibeli dan dikirim lewat sicepat ketika barang sampai kondisinya terbuka sauce  cc "
"2022","Negatif",-2,"gila kurir sicepat gua pesen hari ini nyampe nya kemaren"
"2023","Positif",0,"sicepat  âsurprise motherfuckerâ"
"2024","Negatif",-1,"ini paket  ga gerak  hari pake sicepat ð"
"2025","Positif",1,"njir pake sicepat paketnya kek habis diintip untung isinya baso aci"
"2026","Negatif",-6,"tolong respon itu isinya dispenser oy emak ane udah marah butuh barangnya    hallo ini di shopee bukti pengiriman gak ada ketengaran dan saya udah tanya ke semua orang rumah sekaligus tetangga gak ada yang nerima ini paket saya hilang sama pihak andakah tolong konfrimasinya karena orang rumah udah tanya ke semua tetangga gak ada"
"2027","Negatif",-1,"halo  paket aku kenapa bisa sampe tempat sortir palembang ya pdhl alamt pnya di padang"
"2028","Negatif",-3,"selamat pagi admin   mau laporan nih orderanku hampir dua hari ga geserâ di ekspedisi   padahal aku dah kasih keterangan kalo barang itu urgent mohon dibantu ya"
"2029","Positif",1,"shopee hemat nya emang sicepat aja kah ð dulu masih bisa milih skrg kok gak bisa yaa"
"2030","Negatif",-1,"sicepat cacad parfum krystal aku pecah ð"
"2031","Negatif",-1,"terpaksa pake sicepat  malsahnya ongkirnya kena ribu kalau pake yang bukan sicepat"
"2032","Negatif",-3,"indo gaada kaya kantor pos surat yang bnerâ buat pengiriman khusus buat kirim surat gt biar bs klo mau ngirim pc gausa dr jne jnt sicepat dll lagi pengen coba deh pengiriman lwt kantor pos tp gtau cara ngirimnya dan msi ragu nyobaâ biar kaya selkor pengiriman lwt kantor posð"
"2033","Positif",0,"ini sicepat jasa pengiriman udah kaya push rank tryhard bgt jam  malem jg dianter  yeet"
"2034","Positif",0,"lowongan kerja pt sicepat ekspress indonesia"
"2035","Positif",0,"sicepat beneran cepat ya"
"2036","Negatif",-1,"kebiasaan pake sicepat yg pesen hari ini besok nyampe giliran pake yg lain sehari blm nyampe jadi kesel sendiri"
"2037","Positif",3,"gue punya tiga paket otw semua dari jabodetabek satu pake sicepat satu pake jnt satu pake anteraja ð udah kaya uji coba"
"2038","Positif",0,"                â"
"2039","Positif",0,"kok tumben ya paket gua cepet nyampe padahal mesen kemarin malem ini antara tokonya yg gercep atau kurirnya yg cepet yak baru pertama  sicepat  nganter sampe malem begini sihð bagus bagusð"
"2040","Negatif",-4,"ini ada apa sih sama kurir sekarang kok makin ngaco aja kemaren paketan gue yg diantar sicepat juga di bongkar kaya gini  gila sampe shock banget sampe rmh nerima brg bentukan begini ya ngerti kalo mau dicek tapi tlg dihandle dengan baik juga belinya pake uang bukan pake daun saya bayar pajak  handling fee bukan untuk dpt handling semacam ini  "
"2041","Negatif",-1,"sicepat gila kali ya baru dipickup tadi pagi malem ini dah sampe buset bener bener cepet"
"2042","Positif",0,"sicepat bgst lu apain paket gue dateng dateng udah mangap beginiâ buset "
"2043","Positif",1,"sicepat totalitas banget yak pesen barang kmrn pagi dari jakarta td pagi statusnya masih di jakarta sore ini nyampe magelang malem hujan udah nyampe rumah ruarrr biasaaa ðð"
