,x
203,"Jm Ada yg pernah minta resi ke shipper tapi katanya belum diubah ke hubless jadi ga muncul no resi nya? Custku pake Sicepat, tp kenapa yg jemput dari pihak shipper ya, padahal biasanya yg kurir sicepatnya"
204,"sicepat kok tumben lama ya, ada yg sama juga ga si ðŸ˜¿"
205,"Hari jumat checkout belanjaan dr 3 shop & pakai ekspedisi berbeda. Kirim dr JKT KE NTT, dan ekspedisi yg paling memuaskan yaitu @sicepat_ekspres , krn hr ini paketnya udh sampai (cuma 3 hr dong). 2 yg lainnya dgn xpdc lain malah statusnya msh jauh. Maaciw @sicepat_ekspres ðŸ‘ðŸ‘ðŸ‘"
206,"Mau tanya, buat seller (terutama yg di daerah Bandung kota) yg di tokonya ada pengiriman sicepat itu harus chat kurir dulu atau ntar otomatis ada kurir yg datang ya?"
207,Padahal udh dipakein sicepat reg
208,"sicepat emg bener2 ya baru kmrn bgt order hari ini dah otw rumah:"")"
209,kenapa ya sicepat udh jarang di shopee
210,Lowongan Kerja PT SiCepat Ekspres Indonesia
211,"plis @tokopedia @TokopediaCare kalo saya order pake nya @sicepat_ekspres aja jgn pake @anteraja_id lama bgt,, bisa kan disetting akun nya biar ga pake @anteraja_id"
212,"Pagi-pagi dibikin kesel @sicepat_ekspres titik antar udah pas, ehh kitanya disuruh ganti. Perasaan jnt JNE ngga pernah kayak gitu. Alasan ngga masuk akal!"
213,ayo sicepat do your magic
214,"order sama2 tanggal 3, sicepat udah nyampe, anter aja masi di hub jakarta. terbaik emang anteraja ini kalo soal lama ðŸ™"
215,#NAME?
216,"kebiasaan pake sicepat kl ga anteraja, skrg pake jnt jd kerasa lama bgt"
217,"Emang bangke nih @sicepat_ekspres tinggal akuin aja kalau kurir kalian salah apa susahnya? Cari alesan mulu, ternyata kurirnya ngaku kalau mereka yg salah, ganti aja sicepat jadi silambat!!"
218,"Aduh shopee udh gratong nya cuma subsidi 10k, pengirimannya gabisa pake sicepat/jnt lagiðŸ¤¦â€â™€ï¸"
219,"halo @sicepat_ekspres paket ke manado dikirim dari jakarta kok mampir ke surabaya dulu, itu maksudnya kenapaa???"
220,"Cen GOKIL tenan. Pie kui min? Wingi tak telpon lho, nganti meh tak jupuk dewe. Nganti saiki ra ono konformasi @sicepat_ekspres"
221,"baru kali ini kecewa sama @sicepat_ekspres paket dari hari jum'at masih stuck, biasanya 1 hari juga sampai. udh isinya makanan:') feelingku keburu basi di jalan deh:')"
222,sicepat emg cepat ya
223,Dan tidak dkkirim lagi... ini varangnya hilang atau gimana ya. Tanya ke cs akan dimaksimalkan. Apa gini ya usaha maksimalnya... hanya janji2 saya. Barang tak kunjung datang. Dah 3 kali paket dikirim ulang dan tanggal 4 tidak ada progress..... @sicepat_ekspres @YLKI_ID
224,sumpah ya sicepat lo aneh anj
225,Masak iya kirim paket pake @JNE_ID bisa sampe alamt. Eh pake @sicepat_ekspres keterangannya *bad address* pdhl mpe patokan kode pos udh gw kasih smua lengkp bangt malahan
226,eh si cepat reguler sama cepetnya ama sicepat halu ga sih?
227,jelek parah @sicepat_ekspres
228,"apa cmn gue ngerasa klo make eskpedisi sicepat emg cepet banget nyampenya, walaupun gue tinggal di luar pulau jawa tapi kek berasa bener2 cpet paketnya nyampe"
229,eh skrg cuman aktifin sicepat wowowowowowoow enak soalnya
230,"Ada freelance kurir sicepat, tapi gua gatau jalan anyingðŸ¥². Takut nyasar"
231,#ð““ðšð¢ð¬ð² WTP alias WANT TO PAMER LAYOUT CAKEP AKU YANG BARU ðŸ˜ layout ini buatan tangan ajaib kak rue @ruellies suka banget sama hasilnya apa lagi pengerjaannya cepet. Kalah sicepat mah sama kak rue ðŸ˜‚ oiya makasi juga my financial support system @haserach biruhae! ðŸ’™
232,"Gils kirim paket dari batam-bandung cuma 2 hari doank pake sicepat, meanwhile dulu pake jne atau jnt pasti hampir seminggu nyampenya"
233,"Lagi migrain parah.. tau kurir sicepat dtg buat pick up, naik pitam bgt gue pen gue bacotin grgr abgnya bikin ket reschedule by seller pdhl dtg pick up jg ngga. Tp yg dtg bukan kurir yg pgn gue bacotin wkwkw lucunya migrain gue ilang grgr emosi, pdhl seharian gue tergeletak lemah"
234,"Udah seneng-seneng paketku sampe, EEEHH jebol ðŸ˜ˆðŸ˜ˆ jangan dibiasakan pelihara maling @/sicepat_ekspres"
235,"Just another one package uses the same shipping that I ordered yesterday before Fri, 12/3/21 has been arrived this afternoon. #tokopedia #sicepat"
236,"kalo mau kirim salam ke mbaknya pake @sicepat_ekspres, ongkirnya berapa??"
237,hi buat own go yg need admin rekap or pack dom bandung bisa bgt dm aku^^ - terbiasa packing & safepacking - shopee freeong - bisa rekap memakai sps/excel - dekat ekspedisi jnt jne sicepat id express &amp; anteraja sudah sering pickup - bahan bisa dari own/ aku - fee bisa dibicarakan
238,Tumben banget paket sicepat dari jakarta sampenya 3 harian
239,namanya doang sicepat tp lambretaaaa
240,sicepat ini paketku kamu taro dirumah siapa..
241,"Emang beda @sicepat_ekspres dan @jntexpressid. padahal staging dekat sicepat kalau dibandingkan JNT. Keseringan pakai JNT, kurirnya jam 9-10 pasti lewat depan rumah , sicepat jarang mondar-mandir ditempat saya. Sudah bener pakai JNT"
242,min ini paket kenapa stuck ya dari kemarin? bisa tolong di follow up hari ini? terima kasih 002838627087 @sicepat_ekspres
243,kalo pake sicepat/jnt tu medan ke jakarta berapa lama ya skrg??
244,sicepat gg gemink
245,Buka JNE atau Sicepat enak keknya.
246,NIH SICEPAT GILA CPT BANGET PAKET DR TANGERANG-SBY NYAMPE 1 HARI DOANGðŸ˜­ðŸ˜­ðŸ˜­ bye jnt
247,"sicepat stress bgt dah. di drop ke counter jam 10.30 dari jaktim, nyampe depok sore ini dong ðŸ˜­ðŸ˜­ðŸ˜­"
248,sicepat emg beneran paling bisa di andelin dah
249,IH UNTUNG YANG DISOBEK KAGA NGEPAS PC NYA SICEPAT ANJENG BARU KALI INI NERIMA PAKET SOBEK ðŸ˜¾
250,"SiCepat harusnya ganti nama jadi TerlaluCepat, estimasi barang sampe 4-5 hari ini datangnya 2 hari ðŸ˜‚ðŸ˜‚"
251,Sicepat ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘
252,"sicepat lo kenapa cepet bgt anjrid, baru dikirim tadi pagi skrng udh otw rumahðŸ˜­ðŸ‘ðŸ»"
253,tidak lagi menggunakan sicepat kecuali kalau terpaksaðŸ˜ðŸ‘
254,lambat u @sicepat_ekspres ujung-ujungnya beli lagi di toko ðŸ‘Ž
255,sicepat eta emg beneran cepatt
256,"SiCepat lumayan baik disini, kurir yang problematic udah gapernah nganter ke rumah lagi. Maybe diganti?"
257,sicepat beneran cepet nyampenya si
258,sicepat sicepat
259,"Sengaja banget pesan 2x di  Semarang pake kurir yg beda. Atas pake J&T express, bawah pake SiCepat. Dan pemenangnya adalah..."
260,"Sicepat flop bgt, 2 hari gk sampe, perkiraan sampe besok ðŸ˜° pake jnt 2 hari sampe, emng paling bnr pake jnt aja"
261,Ketika baru 30 detik bangun tidur siang dan tiba-tiba pak kurir SiCepat ngasih paket sambil foto diem-diem. Ekspresiku:
262,"[INFO PENTING] Berhubung dengan adanya erupsi yang terjadi di gunung Semeru, kami infokan adanya kendala pengiriman paket untuk wilayah : Malang : Kecamatan Ampelgading dan Tirtoyudo Lumajang Pasirian : Kecamatan Pronojiwo, Tempursari, dan Candipuro #PrayForSemeru"
263,ke sicepat pake daster diketawain gak
264,SiCepat ngebut banget aakk suka ðŸ˜­ðŸ˜© nggak ada notif apa-apa udah nyampe aja barangnya di rumah ðŸ˜ ðŸ‘
265,kalo pake sicepat/jnt tu medan ke jakarta berapa lama ya skrg
266,sumpah cs sicepat ga ada yg beressssssðŸ‘ŽðŸ¼ðŸ‘ŽðŸ¼ðŸ‘ŽðŸ¼ðŸ‘ŽðŸ¼
267,"Paket dgn resi 002838192870 kapan dianter ke rumah ya, dr kmrin statusnya telah diterima di semarang ung ðŸ˜¥ @sicepat_ekspres"
268,/jbrfess/ rek sicepat Sumbersari sebelah mana ya? Bisa ga sih ambil barang kesana langsung?
269,"Demi apa siin ini enakeun bgt dipake nya, murah lagi hahaha thanks @tokopedia ðŸ’š X @sicepat_ekspres â™¥  RT @PacarWangyibo: Yeayyy thank nder"
270,Sicepat ganti nama jadi Silelet aja sana
271,KAK AYOLAAAHH BALAS DM SAYA @sicepat_ekspres
272,customer servicenya kenapa lelet sekali kak ðŸ¥² @sicepat_ekspres
273,sicepat keabisan burok apa gimana huhu tumben paket gue belum jalan
274,jawab dm min @sicepat_ekspres
275,KURIR SICEPAT WIBU
276,JNT Pontianak Timur nih boleh dah besaing same Shopee Express. Lomba siape paling lama antar barang. Sicepat tier teratas kalo tentang kurir.
277,demi allah gerak lo lamban banget @sicepat_ekspres ðŸ‘ŽðŸ¼ udah laporan dari jumat follow up mulu kaga diproses elah.
278,guys kalo oren dari medan pake jnt/sicepat tu berapa hari ya kiraâ€
279,"Ini nih yang bikin bahagianya double-double di bulan ini ðŸ˜ Siap-siap borong belanjaan di promo 12.12 makin banyak dan makin puas, kirim pakai SiCepat Halu ongkirnya paling murah, harga mulai 5 ribu ðŸ˜ #SiCepatEkspres #HALU1212 #HARBOLNAS1212 #BersatuUntukMudah"
280,Ekspdsi sicepat berulah lagi gak?
281,Kirim paket di @sicepat_ekspres tanggal 15 november baru datang hari ini itupun yang datang SAP Express
282,Sicepat jasa kurir pake the flash
283,"gue males berurusan sama org goblok. tapi klo msalah ini, tunggu aja abis lo. BARANG ORG GADIKIRIM PAS MAU DIAMBIL GABISA. OTAK DONG PAKEEEEE!!!!! @sicepat_ekspres"
284,BALIKIN PAKET GUE @sicepat_ekspres
285,"Ayolah @sicepat_ekspres kenapa pelayanan kalian hanya mengulur waktu saja. Saya tidak memaksa kalian untuk segera antar paket ke rumah, saya sangat bersedia ambil langsung di kantor apabila tidak memungkinkan paket datang hari ini, tapi prosesnya dipersulit dan banyak babibu."
286,anteraja vs sicepat kita tunggu mana yg lebih dulu nyampe wkwkwkkw
287,hah apa2an sicepat dari makassar ke bekasi cuman 2 hari ðŸ˜ƒðŸ˜ƒ
288,Mo nangis knp sicepat tapi dia lama
289,"emng mantap sih sicepat ini, tiba2 paket mau dianter aja ke rumah"
290,"Hallo @sicepat_ekspres bisa dibantu gak ya paket 002836041726 dari tanggal 28 gak tau udah dimana, biasanya paling lambat 3 harian udah sampai, ini udah seminggu gak ada kabar, minimal update posisi barangnya biar tau ðŸ˜­"
291,"Beli di tokopedia, kurirnya sicepat. Dah w gk mau berburuk sangka si y cuma mau ovt biasa aja di akun w. Bolong segede gini tu bisa ga si gara2 di perjalanan? Atau gara2 sengaja disobek? Padahal w gak pesen yg ada pc bts nya juga, kelupaan. Isinya ga berat, kotak cat rambut"
292,"Halo min @sicepat_ekspres tolong cek dm, thanks"
293,sicepat kalo nanti sore tuh barang ga nyampe juga udahlah lu jelek banget
294,"Wa nya sicepat klik kok gak aktif min? RT @sicepat_ekspres: Yuk, tukarkan poin GRES kamu ! Dapatkan E-Voucher 30k yang bisa ditukarkan dengan 30.000 poin GRES Buat kamu yang belum punya poin GRES, Yuk, daftar melalui  dan tingkatkan terus pengirimanmu menggunakan SiCepat Ekspres! Berlaku hingga 20 Januari 2022"
295,"CS @sicepat_ekspres nama niko udah jelas2 nyasar dibilang tidak. udah salah, bego, ngegas pula wkwkw"
296,ini paket gue gmn dah ganti nama aja jadi silambat. biasanya pake jasa kirim lain 5 hari ini sampe seminggu lebih wtf ? @sicepat_ekspres
297,paket saya nyasar? udah dua hari diem ga gerak mana kena criss cross lagi. cek dm please thx @sicepat_ekspres
298,Pake @sicepat_ekspres dijamin paket nyasar terus. Paket 002838378722 criss cross & nggak ada solusi dari CS. Makasih atas pelayanannya yg bobrok ya Sicepat
299,bisa bisa dr jnt gw pindah jd sicepat dh lama bener pick up nya alamat jam set 1 di pick up nya ini mah anyinkkkkkkkkðŸ™‚ðŸ™‚ðŸ™‚ðŸ™‚ðŸ™‚
300,"lupa ganti kurir kargo nya ke sicepat, jadinya pake jne kargo ðŸ™ƒ alamat tahun depan sampe barangnya"
301,"overthinking paketan sicepat masih stuck di Jakarta... tapi emang biasanya gitu tiba"" dah nyampe ajaðŸ¤£"
302,setelah sudah selesai berkutat menguli menjadi yang tercepat di sicepat. lanjutlah aku saat ini di menjadi si kantoran di pancoranðŸ¤
303,"Haloooo... Barangkali ada yang need admin packing atau butuh jasa packing buat event aku bisa banget ya ðŸ‘ Dom jakarta selatan deket ekspedisi jnt JNE sicepat, punya akun shopee dan tokped juga yang udah free ongkir Bahan packing bisa dari aku Testi?? DM aja yaaa ðŸ¥°"
304,Biar aman... Jangan lupa foto dulu sama abang @sicepat_ekspres yang banyak senyum hahahah
305,"Ku kira sicepat @sicepat_ekspres benar-benar servicenya kayak review orang-orang bakal dateng lebih cepet timbang estimasi. Eh malah lebih lama, tau gitu pilih ekspedisi yang murah ðŸ¥±"
306,"asli pada kenapa si kurir sicepat, kemaren kurir pickup sicepat ku misuh keras banget depan rumah sampe ditanyain ortu RT @txtdarionlshop: Beli barang di @tokopedia, kurirnya @sicepat_ekspres malah chat mesum ke buyer."
307,"Halo @sicepat_ekspres, paket saya dengan resi 002837165811 gimana kabarnya ya? Dari 2 Desember ga berprogress padahal udah di Bantul. Saya jg di Bantul. Sudah sampai manakah dan sedang diapakan kah? Terimakasih."
308,ngalah ngalahin sicepat kalo request @Sstis12
309,ini sicepat bnrn ngirim jam sgini kh?
310,Wow Shopee express sekarang mulai menyaingi sicepat ya... Seneng bgt kalo paket gak ampe sehari dateng tuh ðŸ¤£ðŸ¤£ðŸ¤£
311,Penasaran sama parfunnya mas mas sicepat. Dianya baru didepan aja wanginya dah kecium sampe dalem apotek
312,"Thank youu @gekvitaa keceee bgt packing amann poll tebel batss buble nya and thank you freebies nyaðŸ¥° Btw gila sicepat bali ke ckg cmn sehariðŸ˜­ðŸ˜­ðŸ˜­ Emang cocok bgt namanya sicepat gokill, gokilll abiesssðŸ˜­ðŸ‘ðŸ» @sicepat_ekspres"
313,cek dm @sicepat_ekspres
314,Halo! Just wanna say thanks to @sicepat_ekspres akhirnya paketku sampe juga!
315,Sicepat ini gak sesuai namanya
316,"Sicepat emang terbaik. estimasi sampe 2 hari, dia sehari sudah sampe ðŸ‘ðŸ»"
317,">&gt; Beli barang di Tokopedia &gt;&gt; Kurir SiCepat &gt;&gt; Tulisannya ""estimasi tiba 5-7 desember"" &gt;&gt; Malah nyampenya tanggal 4 kecepetan"
318,"Masih amaze masyaa Allah sama kurir @sicepat_ekspres. CO Tokped tanggal 3, paket udah di malang hari ini, besok tinggal kirim. Beda sama si AA yg gak jelas update resinya, ðŸ¤¦ðŸ¼â€â™‚ï¸ @TokopediaCare plis gratis ongkirnya jangan dipilihin ekspedisi AA lagi dong."
319,Ini sicepat kenapa jadi silambat sii
320,Cek dm min @sicepat_ekspres
321,"menghadeehh kurir sicepat yg hari ini nggak becus sebel, paketku jd di antar ulang ðŸ˜© mau kurir yg biasanyaa aaakk ðŸ˜­"
322,Makasih kurir sicepat mau nganterin paket malem-malem plus mati lampu.
323,Demi allah lemes dah gue nangis aja fuck sicepat
324,hobi ko ngecek resi sicepat.
325,"elah udah pengaduan juga dari tadi malam, kirain bakal di antar besoknya padahal pengiriman satu kota. Pas lihat di tokped buat lacak lagi tetap aja belum diantarkan, emang jelek banget dah sicepat"
326,They are not SiCepat âš¡ that could live up to their name. RT @ndagels: Lah
327,Jatoh cinta sama sicepat
328,"sicepat pick up paket buyer sy dong, bsk keknya sy mau pergi @sicepat_ekspres"
329,"ini gw sabar ya sicepat sampe besok paket w blm sampe awas aj, padahal udh di kota sendiri dah bingung gw lama lamaa"
330,dnsjsj emang paling top sicepat
331,beli slow feeder soju dikirim tgl 2 des kurirnya sicepat hari ini udah nyampe beli dehydrated sarden soya dikirim 30 NOV pake ANTERAJA sampe skrg belom nyampe ðŸ™‚
332,Bahagia adalah ketika paket yg harusnya butuh 2 hari sampai jadi cuma 1 hari (free ongkir tokped biasanya 2 hari) Mantap kalian @tokopedia x @sicepat_ekspres
333,ini sicepat knp gak ada yg pick up paket gue......
334,"sicepat tumben lama bener nganternya, mo pergi jadi ragu wee :("
335,"halo! ada yang lagi butuh admin packing? aku bisa nihâœ¦ â† dom jakarta selatan â† dekat ekspedisi pengiriman (jnt, shopee express, sicepat) â† bahan bisa dari aku atau dari kalian â† sudah pernah packing pc 3Ã— â† fee bisa dibicarakan kalau minat bisa langsung dm @peachnty ya^^"
336,sicepat? RT @goyounjungz: @ILVERYUKI ðŸ¦âš¡
337,"Kenapa tokopedia cuma ada sicepat yg tidak cepat??? Solo-kendal lo kok ya sampe 2 hari, urgent lagi"
338,Sicepat skrng lambat banget sih. Dulu 2-3 hari dah nyampek skrng kudu sabar 7 hari ke atas baru nyampe rumah. Nasib anak kalimantan ongkir mahal ðŸ¥²
339,SiCepat yang lama~
340,Sumpah lama bgt @sicepat_ekspres gue udh nungguin anjir capekðŸ˜­ðŸ˜­
341,"ku mauu jadi admin packing go ada yang mau hire ngga wkwk dom jkt, sekitar rumah tersedia semua ekspedisi jnt tiki sicepat jne shopee ðŸ‘ðŸ»"
342,"/ggask aku set pickup sicepat jam 1-5 sore hari ini, dibilang nya kurir gagal pickup karena paket belum siap, padahal gaada kurir yang dateng ke rumahkuðŸ¥² ini aku harus gimanaa biar besok bisa dipickup lagi?"
343,sicepat lama amat.
344,cara bikin sicepat tanggung jawab gimana sih anjing paket gua 200rb ditilep the fuckkkkkkkkk
345,Halo @sicepat_ekspres ini cara tau no tlp kurir gimana ya
346,"jnt jne gini nihh lama banget wkwk klo jajan di os p.jawa pasti sampainya 3-5 harian, meanwhile anteraja cm 2 hari, sicepat 3 hari RT @miftxh: Kirim paket pake jnt dr kota ke kabupaten sampainya 3 hari. Padahal jaraknya bisa ditempuh kendaraan 3jam ajaðŸ¤£ðŸ¤£ Kalo beli di os dikirim pake anteraja dr jkt ke rumah sampainya 2 hari loh ðŸ˜‚"
347,sicepat kon
348,sicepat emng the best ya ðŸ˜­ sellernya baru kemarin kirim sekarang udh otw rumahku ðŸ˜­
349,"sicepat emang beneran cepet banget ye, fav laah"
350,"Paket masker aja sampe jebol / sengaja dibobol gini aku gatau. Ya gaada yang hilang sih, tapi heran aja. Biasanya pake sicepat jg aman2 ajaðŸ˜­ðŸ˜­"
351,"Cek dm min, tolong dong paketku segera di pick-up, cust-ku uda nungguin @sicepat_ekspres"
352,Kenapa kok lama ya... tidak sesuai dengan estimasi. Sampai sekarang belom datang. Serta anehnya kok sampai 2 kali Antar ulang dan dikembalikan ya? #sicepat @sicepat_ekspres
353,"Yuhuu Sahabat, Kalau kamu disuruh pilih hadiah akhir tahun ini, kamu mau pilih yang mana nih ? Kamu mau IPhone 12 atau Samsung Galaxy S21 Ultra? Jangan lupa follow dulu Instagram @sicepat_ekspres ya, biar gak ketinggalan info Giveawaynya. ðŸ˜ #GiveAway #HadiahAkhirTahun"
354,"Asyiknya pake @sicepat_ekspres . Diajak jalan jalan keluar jawa. Gagal deh transaksi ane, pembeli minta cancle @sicepat_express #sicepat"
355,nanya ke abang kurir tmpt anter aja di mana. pas abangnya pergi gua bengong. dia kan kurir sicepat ðŸ¥²ðŸ’”. maksud gua sicepat yg mau ditanya ðŸ’”
356,"Kurir @sicepat_ekspres lempar-lempar paket berisi harddisk. Untung terekam dan dipanggil, sempat BOHONG kalau sudah memanggil sebelum melempar barang yang gak tau isinya apa."
357,Ini gada rencana mau dianter gitu...@sicepat_ekspres ? Itungannya dalam kota loh masih satu propinsi malah jalan2 dulu lintas kabupaten...ga sekalian ke kulonprogo sama gunungkidul dulu? Ini barang elektronik dan rentan lagian harganya ga murah....@TokopediaCare @tokopedia
358,Pengiriman dari Bali ke Jakarta pake SiCepat reguler tuh biasanya berapa hari sih? @sicepat_ekspres
359,"Baru kali ini ngalamin salah alamat sampe salah kirim ke kota lain ðŸ™ƒ telpon cs cm dibilang sudah proses pengantaran ke alamat yg benar, cs WA slowrespon dan baru minta konfirmasi alamat pdhl katanya udah dikirim, gimana @sicepat_ekspres ðŸ¥² padahal paketnya butuh cepet"
360,"Ngurusin Siskaeee cepetnya ngalahin SiCepat, ngurusin kasus anggotanya merkosa udah kek siput."
361,min hlo cek dm yah @sicepat_ekspres
362,"Ada tulisan ""fragile"" sama lakban ""jangan dibanting"" Tapi dateng2 kayak dah dipukul massa Babak belur koyak2 Kayaknya kebiasaan suka buka2 paket org dah mendarah daging di @sicepat_ekspres"
363,gilak cinta bgt gue ama abg sicepat cilegon
364,haloooo min paket saya dengan no resi 002837390626 keberadaannya sudah dimana ya? @sicepat_ekspres
365,sistem pickup shopee sama sicepat tuh gmn sih?? aku jadwalin pickup yang jam 5 sore-11 malem kok jam segini udah dateng :( kan jd ga enak kalo belom siap
